cityMPG,combMPG,highwayMPG,make,model,year
15,17,21,Ford,Windstar FWD Wagon,2000
16,19,23,Honda,Odyssey,2000
16,18,21,Mazda,MPV,2000
15,18,22,Mercury,Villager FWD Wagon,2000
15,18,22,Nissan,Quest,2000
17,19,24,Oldsmobile,Silhouette 2WD,2000
18,20,24,Plymouth,Voyager/Grand Voyager 2WD,2000
16,19,23,Plymouth,Voyager/Grand Voyager 2WD,2000
16,19,23,Plymouth,Voyager/Grand Voyager 2WD,2000
15,18,22,Plymouth,Voyager/Grand Voyager 2WD,2000
17,19,24,Pontiac,Montana FWD,2000
16,19,22,Toyota,Sienna 2WD,2000
13,15,18,Volkswagen,Eurovan,2000
15,17,21,Chrysler,Town and Country/Voyager/Grand Voy. AWD,2000
15,17,21,Dodge,Caravan/Grand Caravan AWD,2000
14,17,21,Dodge,Caravan/Grand Caravan AWD,2000
15,17,20,Chevrolet,Blazer 2WD,2000
15,18,21,Chevrolet,Blazer 2WD,2000
12,14,17,Chevrolet,Suburban 1500 2WD,2000
13,15,18,Chevrolet,Tahoe 1500 2WD,2000
13,14,17,Chevrolet,Tahoe 1500 2WD,2000
12,14,16,Chevrolet,Tahoe 1500 2WD,2000
22,24,26,Chevrolet,Tracker 2WD Convertible,2000
20,22,23,Chevrolet,Tracker 2WD Convertible,2000
20,21,23,Chevrolet,Tracker 2WD Convertible,2000
21,22,24,Chevrolet,Tracker 2WD Hardtop,2000
20,21,23,Chevrolet,Tracker 2WD Hardtop,2000
13,15,18,Dodge,Durango 2WD,2000
12,14,17,Dodge,Durango 2WD,2000
11,13,16,Dodge,Durango 2WD,2000
13,15,18,Ford,Expedition 2WD,2000
12,13,17,Ford,Expedition 2WD,2000
14,16,19,Ford,Explorer 2WD,2000
14,16,19,Ford,Explorer 2WD,2000
16,18,21,Ford,Explorer 2WD,2000
13,15,18,Ford,Explorer 2WD,2000
13,15,18,GMC,Yukon 1500 2WD,2000
13,14,17,GMC,Yukon 1500 2WD,2000
12,14,16,GMC,Yukon 1500 2WD,2000
12,14,17,GMC,Yukon XL 1500 2WD,2000
15,17,20,GMC,Jimmy 2WD,2000
15,18,21,GMC,Jimmy 2WD,2000
20,21,23,Honda,CR-V 2WD,2000
15,16,19,Honda,Passport 2WD,2000
15,16,18,Honda,Passport 2WD,2000
18,19,21,Isuzu,Amigo 2WD,2000
14,16,18,Isuzu,Amigo 2WD,2000
18,19,21,Isuzu,Rodeo 2WD,2000
15,16,19,Isuzu,Rodeo 2WD,2000
15,16,18,Isuzu,Rodeo 2WD,2000
14,15,17,Isuzu,Trooper 2WD,2000
16,18,21,Jeep,Cherokee 2WD,2000
18,20,23,Jeep,Cherokee 2WD,2000
14,17,20,Jeep,Cherokee 2WD,2000
16,18,22,Jeep,Cherokee 2WD,2000
15,17,20,Jeep,Grand Cherokee 2WD,2000
13,15,18,Jeep,Grand Cherokee 2WD,2000
16,18,20,Kia,Sportage 2WD,2000
18,19,21,Kia,Sportage 2WD,2000
11,13,16,Lincoln,Navigator 2WD,2000
14,16,19,Mercury,Mountaineer 2WD,2000
13,15,18,Mercury,Mountaineer 2WD,2000
16,17,19,Mitsubishi,Montero Sport 2WD,2000
15,16,19,Mitsubishi,Montero Sport 2WD,2000
17,19,22,Mitsubishi,Nativa 2WD,2000
19,20,22,Mitsubishi,Nativa 2WD,2000
16,17,19,Mitsubishi,Nativa 2WD,2000
14,15,18,Nissan,Pathfinder 2WD,2000
15,16,17,Nissan,Pathfinder 2WD,2000
17,19,22,Nissan,Xterra 2WD,2000
14,16,18,Nissan,Xterra V6 2WD,2000
15,16,18,Nissan,Xterra V6 2WD,2000
17,18,19,Suzuki,Grand Vitara 4Door 2WD,2000
17,18,20,Suzuki,Grand Vitara 4Door 2WD,2000
22,23,25,Suzuki,Vitara 2Door 2WD,2000
22,24,26,Suzuki,Vitara 2Door 2WD,2000
20,21,23,Suzuki,Vitara 2Door 2WD,2000
20,21,22,Suzuki,Vitara 2Door 2WD,2000
20,21,23,Suzuki,Vitara 4Door 2WD,2000
19,21,23,Suzuki,Vitara 4Door 2WD,2000
17,19,22,Toyota,4Runner 2WD,2000
16,18,21,Toyota,4Runner 2WD,2000
16,17,19,Toyota,4Runner 2WD,2000
21,23,26,Toyota,RAV4 2WD,2000
21,23,27,Toyota,RAV4 2WD,2000
21,23,26,Toyota,RAV4 Soft Top 2WD,2000
21,23,27,Toyota,RAV4 Soft Top 2WD,2000
12,14,16,BMW,X5,2000
11,13,15,Cadillac,Escalade 4WD,2000
14,16,18,Chevrolet,Blazer 4WD,2000
13,15,16,Chevrolet,Blazer 4WD,2000
12,13,15,Chevrolet,Suburban 1500 4WD,2000
13,14,16,Chevrolet,Tahoe 1500 4WD,2000
13,14,16,Chevrolet,Tahoe 1500 4WD,2000
11,13,15,Chevrolet,Tahoe 1500 4WD,2000
22,23,25,Chevrolet,Tracker 4WD Convertible,2000
20,21,23,Chevrolet,Tracker 4WD Convertible,2000
20,21,23,Chevrolet,Tracker 4WD Convertible,2000
20,21,23,Chevrolet,Tracker 4WD Hardtop,2000
20,21,23,Chevrolet,Tracker 4WD Hardtop,2000
12,14,17,Dodge,Durango 4WD,2000
11,12,15,Dodge,Durango 4WD,2000
12,14,17,Ford,Expedition 4WD,2000
11,13,15,Ford,Expedition 4WD,2000
14,16,19,Ford,Explorer 4WD,2000
14,15,18,Ford,Explorer 4WD,2000
15,16,19,Ford,Explorer 4WD,2000
13,15,18,Ford,Explorer 4WD,2000
14,16,18,GMC,Jimmy 4WD,2000
13,15,16,GMC,Jimmy 4WD,2000
13,14,16,GMC,Yukon 1500 4WD,2000
13,14,16,GMC,Yukon 1500 4WD,2000
11,13,15,GMC,Yukon 1500 4WD,2000
12,13,15,GMC,Yukon XL 1500 4WD,2000
19,21,23,Honda,CR-V 4WD,2000
19,21,23,Honda,CR-V 4WD,2000
14,16,19,Honda,Passport 4WD,2000
15,16,18,Honda,Passport 4WD,2000
13,15,17,Infiniti,QX4 4WD,2000
14,16,18,Isuzu,Amigo 4WD,2000
15,16,18,Isuzu,Amigo 4WD,2000
14,16,19,Isuzu,Rodeo 4WD,2000
15,16,18,Isuzu,Rodeo 4WD,2000
13,15,17,Isuzu,Trooper,2000
14,15,17,Isuzu,Trooper,2000
13,15,17,Isuzu,Vehicross,2000
16,17,19,Jeep,Cherokee 4WD,2000
14,16,19,Jeep,Cherokee 4WD,2000
15,17,20,Jeep,Cherokee 4WD,2000
14,16,19,Jeep,Grand Cherokee 4WD,2000
13,15,18,Jeep,Grand Cherokee 4WD,2000
15,16,17,Jeep,Wrangler 4WD,2000
16,17,19,Jeep,Wrangler 4WD,2000
14,15,16,Jeep,Wrangler 4WD,2000
14,16,18,Jeep,Wrangler 4WD,2000
17,18,20,Kia,Sportage 4WD,2000
18,19,21,Kia,Sportage 4WD,2000
12,13,16,Land Rover,Discovery Series II,2000
12,13,16,Land Rover,Range Rover,2000
11,12,14,Land Rover,Range Rover,2000
12,13,15,Lexus,LX 470,2000
11,13,15,Lincoln,Navigator 4WD,2000
15,16,18,Mercedes-Benz,ML320,2000
14,15,17,Mercedes-Benz,ML430,2000
12,14,16,Mercedes-Benz,ML55,2000
14,16,19,Mercury,Mountaineer 4WD,2000
13,15,18,Mercury,Mountaineer 4WD,2000
15,16,18,Mitsubishi,Montero,2000
14,15,17,Mitsubishi,Montero,2000
14,16,18,Mitsubishi,Montero,2000
15,17,19,Mitsubishi,Montero Sport 4WD,2000
14,15,17,Mitsubishi,Montero Sport 4WD,2000
15,17,19,Mitsubishi,Nativa 4WD,2000
14,15,17,Nissan,Pathfinder 4WD,2000
14,15,16,Nissan,Pathfinder 4WD,2000
14,15,17,Nissan,Xterra V6 4WD,2000
15,15,17,Nissan,Xterra V6 4WD,2000
14,16,18,Oldsmobile,Bravada AWD,2000
19,21,25,Subaru,Forester AWD,2000
19,21,25,Subaru,Forester AWD,2000
16,17,19,Suzuki,Grand Vitara 4Door 4WD,2000
17,18,20,Suzuki,Grand Vitara 4Door 4WD,2000
21,22,24,Suzuki,Vitara 2Door 4WD,2000
22,23,25,Suzuki,Vitara 2Door 4WD,2000
20,21,23,Suzuki,Vitara 2Door 4WD,2000
20,21,22,Suzuki,Vitara 2Door 4WD,2000
20,21,23,Suzuki,Vitara 4Door 4WD,2000
19,21,23,Suzuki,Vitara 4Door 4WD,2000
17,18,20,Toyota,4Runner 4WD,2000
15,17,19,Toyota,4Runner 4WD,2000
15,16,18,Toyota,4Runner 4WD,2000
15,16,18,Toyota,4Runner 4WD,2000
12,13,15,Toyota,Land Cruiser Wagon 4WD,2000
19,21,24,Toyota,RAV4 4WD,2000
19,21,23,Toyota,RAV4 4WD,2000
20,22,24,Toyota,RAV4 Soft Top 4WD,2000
20,21,24,Toyota,RAV4 Soft Top 4WD,2000
20,22,25,Chevrolet,Cavalier (Bi-fuel CNG),2000
24,27,31,Honda,Civic CNG,2000
19,22,28,Toyota,Camry CNG,2000
14,16,21,Ford,Crown Victoria CNG,2000
11,13,15,Ford,F150 Pickup 2WD CNG,2000
11,12,14,Ford,E250 Econoline 2WD CNG,2000
17,20,26,Ford,Taurus,2000
17,20,25,Ford,Taurus Wagon,2000
15,17,20,Ford,Ranger 2WD FFV,2000
16,18,21,Ford,Ranger 2WD FFV,2000
15,17,20,Mazda,B3000 FFV 2WD,2000
16,18,21,Mazda,B3000 FFV 2WD,2000
14,15,18,Mazda,B3000 FFV 4WD,2000
15,17,20,Mazda,B3000 FFV 4WD,2000
14,15,17,Ford,Explorer 2WD,2000
14,15,18,Ford,Ranger 4WD FFV,2000
15,17,20,Ford,Ranger 4WD FFV,2000
16,19,23,Plymouth,Voyager/Grand Voyager 2WD,2000
16,19,23,Dodge,Caravan/Grand Caravan 2WD,2000
16,18,22,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,2000
81,85,91,Nissan,Altra EV,2000
81,72,64,Toyota,RAV4 EV,2000
15,18,22,Acura,NSX,2001
15,18,22,Acura,NSX,2001
19,22,27,Audi,TT Roadster,2001
18,21,26,Audi,TT Roadster quattro,2001
15,18,23,BMW,M Coupe,2001
15,18,23,BMW,M Roadster,2001
19,21,26,BMW,Z3 Coupe,2001
17,20,25,BMW,Z3 Coupe,2001
17,20,24,BMW,Z3 Roadster,2001
18,20,25,BMW,Z3 Roadster,2001
19,21,26,BMW,Z3 Roadster,2001
17,19,23,BMW,Z3 Roadster,2001
12,15,19,BMW,Z8,2001
16,19,24,Chevrolet,Corvette,2001
17,20,26,Chevrolet,Corvette,2001
10,13,19,Dodge,Viper Convertible,2001
10,13,19,Dodge,Viper Coupe,2001
10,11,15,Ferrari,360 Modena/Spider,2001
10,11,15,Ferrari,360 Modena/Spider,2001
8,9,12,Ferrari,550 Maranello/Barchetta,2001
45,47,49,Honda,Insight,2001
45,47,49,Honda,Insight,2001
48,53,60,Honda,Insight,2001
18,20,24,Honda,S2000,2001
9,11,12,Lamborghini,DB132/144 Diablo,2001
15,19,27,Lotus,Esprit V8,2001
20,22,25,Mazda,MX-5 Miata,2001
20,23,26,Mazda,MX-5 Miata,2001
20,22,26,Mazda,MX-5 Miata,2001
14,17,21,Mercedes-Benz,SL500,2001
12,14,17,Mercedes-Benz,SL600,2001
20,23,27,Mercedes-Benz,SLK230 Kompressor,2001
18,21,27,Mercedes-Benz,SLK230 Kompressor,2001
18,21,25,Mercedes-Benz,SLK320,2001
16,19,25,Mercedes-Benz,SLK320,2001
15,17,21,Plymouth,Prowler,2001
17,20,25,Porsche,Boxster,2001
16,18,23,Porsche,Boxster,2001
15,18,23,Porsche,Boxster S,2001
16,18,23,Porsche,Boxster S,2001
22,24,27,Toyota,MR2,2001
20,23,29,Audi,TT Coupe,2001
18,21,26,Audi,TT Coupe quattro,2001
18,21,26,Audi,TT Coupe quattro,2001
17,19,24,BMW,325ci Convertible,2001
17,20,24,BMW,325ci Convertible,2001
17,20,26,BMW,330ci Convertible,2001
16,19,24,BMW,330ci Convertible,2001
14,17,21,BMW,M3 Convertible,2001
15,18,22,Jaguar,XK8 Convertible,2001
15,17,21,Jaguar,XKR Convertible,2001
18,20,25,Mercedes-Benz,CLK320 (Cabriolet),2001
16,18,22,Mercedes-Benz,CLK430 (Cabriolet),2001
20,23,27,Mitsubishi,Eclipse Spyder,2001
18,21,25,Mitsubishi,Eclipse Spyder,2001
17,20,25,Mitsubishi,Eclipse Spyder,2001
17,19,24,Mitsubishi,Eclipse Spyder,2001
15,18,23,Porsche,911 Carrera 2/4,2001
15,17,22,Porsche,911 Carrera 2/4,2001
15,18,23,Porsche,911 Carrera 2/4,2001
15,17,22,Porsche,911 Carrera 2/4,2001
14,16,20,Porsche,911 Turbo,2001
13,16,21,Porsche,911 Turbo,2001
21,23,28,Acura,Integra,2001
22,24,28,Acura,Integra,2001
22,24,28,Acura,Integra,2001
10,12,15,Bentley,Azure,2001
10,12,15,Bentley,Continental SC,2001
10,12,15,Bentley,Continental T,2001
17,20,25,BMW,325ci,2001
18,21,27,BMW,325ci,2001
18,21,27,BMW,330ci,2001
17,20,25,BMW,330ci,2001
15,17,22,BMW,M3,2001
17,21,28,Chevrolet,Camaro,2001
17,21,29,Chevrolet,Camaro,2001
16,19,24,Chevrolet,Camaro,2001
17,20,26,Chevrolet,Camaro,2001
26,28,31,Chevrolet,Metro,2001
9,11,14,Ferrari,456 MGT/MGA,2001
9,11,15,Ferrari,456 MGT/MGA,2001
22,25,30,Ford,Escort ZX2,2001
23,26,31,Ford,Escort ZX2,2001
17,20,25,Ford,Mustang,2001
17,20,26,Ford,Mustang,2001
16,18,23,Ford,Mustang,2001
16,18,23,Ford,Mustang,2001
15,18,23,Ford,Mustang,2001
30,32,36,Honda,Civic HX,2001
31,34,39,Honda,Civic HX,2001
20,22,25,Honda,Prelude,2001
19,21,24,Honda,Prelude,2001
19,22,28,Hyundai,Tiburon,2001
21,24,29,Hyundai,Tiburon,2001
15,18,22,Jaguar,XK8,2001
15,17,21,Jaguar,XKR,2001
16,18,21,Lexus,IS 300,2001
18,21,26,Mercedes-Benz,CLK320,2001
16,19,23,Mercedes-Benz,CLK430,2001
16,18,22,Mercedes-Benz,CLK55 AMG,2001
18,21,25,Mitsubishi,Eclipse,2001
20,23,27,Mitsubishi,Eclipse,2001
18,20,25,Mitsubishi,Eclipse,2001
18,21,26,Mitsubishi,Eclipse,2001
17,20,26,Mitsubishi,Eclipse,2001
17,21,28,Pontiac,Firebird/Trans Am,2001
17,21,28,Pontiac,Firebird/Trans Am,2001
16,19,23,Pontiac,Firebird/Trans Am,2001
17,20,25,Pontiac,Firebird/Trans Am,2001
10,12,15,Rolls-Royce,Corniche,2001
16,18,21,Roush Performance,Stage 3 Mustang,2001
15,18,23,Roush Performance,Stage 3 Mustang,2001
18,21,25,Saab,9-3 Convertible,2001
19,21,26,Saab,9-3 Convertible,2001
19,22,28,Saab,9-3 Convertible,2001
19,22,26,Saab,9-3 Convertible,2001
18,22,28,Saab,9-3 Viggen Convertible,2001
23,26,32,Saturn,SC,2001
22,26,32,Saturn,SC,2001
25,29,36,Saturn,SC,2001
23,27,34,Saturn,SC,2001
20,23,27,Subaru,Impreza AWD,2001
20,22,27,Subaru,Impreza AWD,2001
20,22,26,Subaru,Impreza AWD,2001
18,21,25,Subaru,Impreza AWD,2001
24,26,31,Suzuki,Esteem,2001
26,29,33,Suzuki,Esteem,2001
23,26,30,Suzuki,Esteem,2001
24,27,32,Suzuki,Esteem,2001
26,28,31,Suzuki,Swift,2001
31,34,38,Suzuki,Swift,2001
19,22,26,Toyota,Camry Solara Convertible,2001
17,19,24,Toyota,Camry Solara Convertible,2001
25,28,32,Toyota,Celica,2001
24,27,30,Toyota,Celica,2001
20,23,29,Toyota,Celica,2001
20,23,27,Toyota,Celica,2001
20,22,26,Volkswagen,Cabrio,2001
21,24,28,Volkswagen,Cabrio,2001
20,22,26,Volkswagen,New Beetle,2001
22,24,28,Volkswagen,New Beetle,2001
29,33,40,Volkswagen,New Beetle,2001
35,38,44,Volkswagen,New Beetle,2001
20,22,26,Volkswagen,New Beetle,2001
21,24,28,Volkswagen,New Beetle,2001
18,20,24,Volvo,C70 Convertible,2001
18,21,26,Volvo,C70 Convertible,2001
18,20,25,Volvo,C70 Convertible,2001
17,20,27,Acura,3.2CL,2001
20,23,29,Audi,A4,2001
18,21,26,Audi,A4,2001
16,19,24,Audi,A4,2001
19,22,27,Audi,A4 quattro,2001
18,20,25,Audi,A4 quattro,2001
16,19,22,Audi,A4 quattro,2001
16,18,23,Audi,A4 quattro,2001
15,18,22,Audi,S4,2001
16,18,22,Audi,S4,2001
10,12,15,Bentley,Continental R,2001
17,20,25,BMW,325i,2001
18,21,27,BMW,325i,2001
17,19,23,BMW,325xi,2001
17,20,25,BMW,325xi,2001
18,21,27,BMW,330i,2001
17,20,25,BMW,330i,2001
18,20,25,BMW,330xi,2001
16,18,23,BMW,330xi,2001
17,20,25,BMW,525i,2001
18,21,27,BMW,525i,2001
18,21,27,BMW,530i,2001
16,19,24,BMW,530i,2001
16,18,22,BMW,540i,2001
14,16,21,BMW,540i,2001
14,16,19,BMW,540i,2001
12,15,19,BMW,M5,2001
20,23,27,Chevrolet,Cavalier,2001
21,24,29,Chevrolet,Cavalier,2001
20,24,30,Chevrolet,Cavalier,2001
18,21,26,Chevrolet,Cavalier,2001
19,23,29,Chevrolet,Cavalier,2001
25,27,30,Chevrolet,Prizm,2001
26,30,36,Chevrolet,Prizm,2001
27,31,37,Chevrolet,Prizm,2001
18,21,25,Chrysler,Sebring,2001
20,23,27,Chrysler,Sebring,2001
17,20,25,Chrysler,Sebring,2001
18,21,26,Chrysler,Sebring,2001
17,20,25,Chrysler,Sebring,2001
17,20,25,Chrysler,Sebring Convertible,2001
18,21,26,Chrysler,Sebring Convertible,2001
21,25,33,Daewoo,Lanos,2001
23,26,32,Daewoo,Lanos,2001
20,23,30,Daewoo,Lanos,2001
22,25,32,Daewoo,Lanos,2001
19,22,28,Daewoo,Nubira,2001
19,23,29,Daewoo,Nubira,2001
21,24,28,Dodge,Neon,2001
24,26,30,Dodge,Neon,2001
18,21,25,Dodge,Stratus,2001
20,23,27,Dodge,Stratus,2001
17,20,25,Dodge,Stratus,2001
18,21,26,Dodge,Stratus,2001
17,20,25,Dodge,Stratus,2001
23,26,32,Ford,Escort,2001
22,25,30,Ford,Focus,2001
22,24,29,Ford,Focus,2001
25,28,32,Ford,Focus,2001
22,25,30,Ford,Focus,2001
26,29,34,Honda,Civic,2001
26,29,34,Honda,Civic,2001
28,31,35,Honda,Civic,2001
27,30,33,Honda,Civic,2001
22,25,32,Hyundai,Accent/Brio,2001
24,28,33,Hyundai,Accent/Brio,2001
22,25,32,Hyundai,Accent/Brio,2001
23,27,34,Hyundai,Accent/Brio,2001
21,25,30,Hyundai,Elantra,2001
21,25,30,Hyundai,Elantra,2001
20,23,28,Infiniti,G20,2001
21,24,29,Infiniti,G20,2001
15,18,22,Jaguar,XJ8,2001
14,16,20,Jaguar,XJR,2001
22,25,28,Kia,Rio,2001
24,26,29,Kia,Rio,2001
19,23,28,Kia,Sephia/Spectra,2001
22,24,28,Kia,Sephia/Spectra,2001
17,20,24,Lexus,ES 300,2001
21,24,31,Mercury,Cougar,2001
18,21,26,Mercury,Cougar,2001
18,21,27,Mercury,Cougar,2001
17,20,25,Mazda,Millenia,2001
17,20,24,Mazda,Millenia,2001
23,26,30,Mazda,Protege/Protege MPS,2001
25,28,31,Mazda,Protege/Protege MPS,2001
22,24,28,Mazda,Protege/Protege MPS,2001
22,24,28,Mazda,Protege/Protege MPS,2001
18,20,24,Mercedes-Benz,C240,2001
16,19,25,Mercedes-Benz,C240,2001
17,19,23,Mercedes-Benz,C320,2001
14,17,21,Mercedes-Benz,CL500,2001
14,17,20,Mercedes-Benz,CL55 AMG,2001
14,16,21,Mercedes-Benz,CL600,2001
24,27,32,Mitsubishi,Mirage,2001
27,30,35,Mitsubishi,Mirage,2001
22,25,30,Mitsubishi,Mirage,2001
24,28,33,Mitsubishi,Mirage,2001
19,21,26,Nissan,Altima,2001
20,23,28,Nissan,Altima,2001
23,26,30,Nissan,Sentra,2001
23,26,32,Nissan,Sentra,2001
21,23,27,Nissan,Sentra,2001
21,24,28,Nissan,Sentra,2001
19,22,27,Oldsmobile,Alero,2001
19,23,29,Oldsmobile,Alero,2001
19,22,29,Oldsmobile,Alero,2001
21,24,28,Plymouth,Neon,2001
24,26,30,Plymouth,Neon,2001
19,22,27,Pontiac,Grand Am,2001
19,23,29,Pontiac,Grand Am,2001
19,22,29,Pontiac,Grand Am,2001
20,23,27,Pontiac,Sunfire,2001
21,24,29,Pontiac,Sunfire,2001
20,23,30,Pontiac,Sunfire,2001
18,21,26,Pontiac,Sunfire,2001
19,23,29,Pontiac,Sunfire,2001
24,27,34,Saturn,SL,2001
22,26,32,Saturn,SL,2001
25,29,36,Saturn,SL,2001
23,27,34,Saturn,SL,2001
19,21,25,Subaru,Legacy AWD,2001
19,21,25,Subaru,Legacy AWD,2001
20,24,29,Toyota,Camry Solara,2001
21,24,30,Toyota,Camry Solara,2001
17,20,25,Toyota,Camry Solara,2001
17,20,25,Toyota,Camry Solara,2001
25,27,30,Toyota,Corolla,2001
26,30,36,Toyota,Corolla,2001
28,31,37,Toyota,Corolla,2001
27,30,35,Toyota,Echo,2001
29,32,37,Toyota,Echo,2001
42,41,41,Toyota,Prius,2001
20,22,26,Volkswagen,Golf,2001
22,24,28,Volkswagen,Golf,2001
29,33,40,Volkswagen,Golf,2001
35,38,44,Volkswagen,Golf,2001
20,22,26,Volkswagen,Golf,2001
21,24,28,Volkswagen,Golf,2001
20,22,26,Volkswagen,GTI,2001
22,24,28,Volkswagen,GTI,2001
18,21,26,Volkswagen,GTI,2001
20,22,26,Volkswagen,Jetta,2001
22,24,28,Volkswagen,Jetta,2001
29,33,40,Volkswagen,Jetta,2001
35,38,44,Volkswagen,Jetta,2001
20,22,26,Volkswagen,Jetta,2001
21,24,28,Volkswagen,Jetta,2001
17,19,24,Volkswagen,Jetta,2001
17,20,26,Volkswagen,Jetta,2001
15,18,22,Volkswagen,Passat 4motion,2001
18,20,24,Volvo,C70 Coupe,2001
18,21,26,Volvo,C70 Coupe,2001
18,21,26,Volvo,C70 Coupe,2001
20,23,29,Volvo,S40 FWD,2001
18,21,26,Volvo,S60,2001
18,20,24,Volvo,S60,2001
18,21,26,Volvo,S60,2001
19,21,26,Volvo,S60,2001
19,21,25,Volvo,S60,2001
18,21,26,Volvo,S60,2001
17,20,27,Acura,3.2TL,2001
16,18,22,Acura,3.5RL,2001
16,18,23,Audi,A6,2001
15,18,22,Audi,A6 quattro,2001
16,18,22,Audi,A6 quattro,2001
15,18,22,Audi,A6 quattro,2001
15,18,23,Audi,A6 quattro,2001
15,18,23,Audi,A8 quattro,2001
13,15,20,Audi,S8 quattro,2001
10,12,15,Bentley,Arnage,2001
15,18,22,BMW,740i,2001
14,16,19,BMW,740i,2001
18,21,26,Buick,Century,2001
17,21,28,Buick,Regal,2001
16,20,26,Buick,Regal,2001
16,18,22,Cadillac,Catera,2001
15,18,25,Cadillac,Eldorado,2001
15,18,25,Cadillac,Seville,2001
18,21,26,Chevrolet,Lumina,2001
18,21,26,Chevrolet,Malibu,2001
19,22,29,Chevrolet,Monte Carlo,2001
17,21,28,Chevrolet,Monte Carlo,2001
18,21,28,Chrysler,Sebring 4 Door,2001
17,20,25,Chrysler,Sebring 4 Door,2001
18,21,26,Chrysler,Sebring 4 Door,2001
17,20,25,Daewoo,Leganza,2001
18,21,26,Daewoo,Leganza,2001
18,21,28,Dodge,Stratus 4 Door,2001
17,20,25,Dodge,Stratus 4 Door,2001
18,21,26,Dodge,Stratus 4 Door,2001
20,23,27,Honda,Accord,2001
20,23,28,Honda,Accord,2001
22,25,29,Honda,Accord,2001
22,24,29,Honda,Accord,2001
18,21,26,Honda,Accord,2001
18,21,26,Hyundai,Sonata,2001
19,22,27,Hyundai,Sonata,2001
18,20,25,Hyundai,Sonata,2001
18,21,26,Hyundai,Sonata,2001
17,20,25,Hyundai,XG300,2001
17,20,24,Infiniti,I30,2001
16,18,21,Infiniti,Q45,2001
16,18,23,Jaguar,S-Type,2001
15,18,22,Jaguar,S-Type,2001
15,18,22,Jaguar,Vanden Plas,2001
14,16,20,Jaguar,Vanden Plas S/C,2001
15,18,22,Jaguar,XJ8L,2001
18,20,24,Kia,Optima,2001
19,21,26,Kia,Optima,2001
17,19,23,Kia,Optima,2001
18,21,24,Kia,Optima,2001
16,18,22,Lexus,GS 300/GS 430,2001
16,18,21,Lexus,GS 300/GS 430,2001
16,19,23,Lincoln,LS,2001
16,19,23,Lincoln,LS,2001
15,18,23,Lincoln,LS,2001
15,17,22,Lincoln,LS,2001
15,17,22,Lincoln,LS,2001
17,20,25,Mercury,Sable,2001
16,19,25,Mercury,Sable,2001
19,22,25,Mazda,626,2001
23,25,29,Mazda,626,2001
18,20,24,Mazda,626,2001
19,21,25,Mazda,626,2001
18,21,26,Mercedes-Benz,E320,2001
18,20,24,Mercedes-Benz,E320 4Matic,2001
16,19,23,Mercedes-Benz,E430,2001
16,18,21,Mercedes-Benz,E430 4Matic,2001
15,18,22,Mercedes-Benz,E55 AMG,2001
16,18,23,Mitsubishi,Diamante,2001
19,21,26,Mitsubishi,Galant,2001
17,20,25,Mitsubishi,Galant,2001
17,20,24,Nissan,Maxima,2001
19,22,25,Nissan,Maxima,2001
17,20,25,Oldsmobile,Aurora,2001
15,18,23,Oldsmobile,Aurora,2001
17,20,26,Oldsmobile,Intrigue,2001
18,21,26,Pontiac,Grand Prix,2001
17,21,28,Pontiac,Grand Prix,2001
16,20,26,Pontiac,Grand Prix,2001
11,13,15,Rolls-Royce,Silver Seraph,2001
18,21,26,Saab,03-Sep,2001
18,21,25,Saab,03-Sep,2001
19,22,28,Saab,03-Sep,2001
19,22,26,Saab,03-Sep,2001
18,22,28,Saab,9-3 Viggen,2001
18,21,27,Saab,05-Sep,2001
17,19,24,Saab,05-Sep,2001
19,22,28,Saab,05-Sep,2001
19,21,26,Saab,05-Sep,2001
17,19,24,Saab,05-Sep,2001
21,24,30,Saturn,L100/200,2001
22,25,30,Saturn,L100/200,2001
18,20,24,Saturn,L300,2001
20,24,29,Toyota,Camry,2001
21,24,30,Toyota,Camry,2001
17,20,25,Toyota,Camry,2001
17,20,25,Toyota,Camry,2001
18,21,27,Volkswagen,Passat,2001
20,23,29,Volkswagen,Passat,2001
16,19,24,Volkswagen,Passat,2001
18,21,26,Volkswagen,Passat,2001
17,19,24,Volvo,S80/S80 Executive,2001
17,20,25,Volvo,S80/S80 Executive,2001
15,18,23,Audi,A8 L,2001
15,18,22,BMW,740il,2001
12,14,18,BMW,750il,2001
17,20,27,Buick,LeSabre,2001
17,20,27,Buick,Park Avenue,2001
16,20,26,Buick,Park Avenue,2001
15,18,25,Cadillac,DeVille,2001
19,22,29,Chevrolet,Impala,2001
17,21,28,Chevrolet,Impala,2001
16,19,24,Chrysler,300 M,2001
17,20,25,Chrysler,Concorde,2001
17,20,25,Chrysler,Concorde,2001
16,19,24,Chrysler,LHS,2001
17,20,25,Dodge,Intrepid,2001
18,21,26,Dodge,Intrepid,2001
17,19,25,Dodge,Intrepid,2001
16,19,24,Dodge,Intrepid,2001
16,18,23,Ford,Crown Victoria,2001
17,20,25,Ford,Taurus,2001
16,19,25,Ford,Taurus,2001
16,19,23,Lexus,LS 430,2001
15,18,23,Lincoln,Continental,2001
16,18,23,Mercury,Grand Marquis,2001
16,18,23,Lincoln,Town Car,2001
16,18,23,Mercedes-Benz,S430,2001
14,17,21,Mercedes-Benz,S500,2001
14,17,20,Mercedes-Benz,S55 AMG,2001
14,16,21,Mercedes-Benz,S600,2001
